0,0.0,0.0,0.0,0.01,0.01,0.01
60,0.0297438438353563,0.0209586011169933,0.00176922502011623,0.01,0.01,0.01
120,0.032073226682013,0.0621581274301852,0.00484799035103833,0.02,0.01,0.01
300,0.0820584168677154,0.557942197761136,0.0119315778879119,0.035,0.06,0.01
600,0.168353430480031,0.389643743681438,0.194797467781201,0.02,0.06,0.03
900,0.23686008742953,0.39173788971276,0.542950608588187,0.07,0.04,0.075
1200,0.157681287083025,0.336106540707237,0.722129365765824,0.05,0.05,0.1
1800,0.120719303842104,0.247265919768751,0.80507995340361,0.03,0.02,0.03
2400,0.087694934639619,0.164755180592047,0.794740258448158,0.02,0.02,0.06
3000,0.0878873852366613,0.111588438701806,0.7472685061024,0.01,0.01,0.06
3600,0.0708460016419221,0.10070311774655,0.666782523433063,0.01,0.01,0.06
