0.000000000000000000e+00,7.901072998739110176e+00,0.000000000000000000e+00,4.596533342889269846e+00,0.000000000000000000e+00,1.472316821805839915e+01,2.128928343793604228e+01
2.500000000000000000e+00,6.636349396825279712e+01,7.614141040433079866e+01,2.963454598741889967e+01,4.133639799702963558e+01,3.376234229310699675e+01,3.518655846109493268e+01
5.000000000000000000e+00,8.117132391653369439e+01,8.585439898355458865e+01,4.604380646957010015e+01,5.570294702368443041e+01,3.679985129424930079e+01,3.935009271264689090e+01
1.000000000000000000e+01,9.473030806278759997e+01,9.102540125132573223e+01,8.197473361916850365e+01,6.734878132560358210e+01,4.971760228596539832e+01,4.252510111008636784e+01
1.500000000000000000e+01,9.511648304932440112e+01,9.237095228187563123e+01,8.057160929524890491e+01,7.188484579104012084e+01,4.692812009529549755e+01,4.376396243223677374e+01
2.000000000000000000e+01,9.144171655392000275e+01,9.265626582888108942e+01,7.903571963714419724e+01,7.381815895614148815e+01,4.783657455501349887e+01,4.434204174724668945e+01
3.000000000000000000e+01,9.125709922635449800e+01,9.204494225601148116e+01,7.567238036582979532e+01,7.437489559291907426e+01,4.692872724973850040e+01,4.469112369281326380e+01
4.000000000000000000e+01,9.367229784099200174e+01,9.069816355185120926e+01,7.162471986183030026e+01,7.286425114093712807e+01,4.059775293511810190e+01,4.454828529609110177e+01
5.000000000000000000e+01,8.875423282301899519e+01,8.889688253604386148e+01,6.906286327557420179e+01,7.028818212856322134e+01,4.378366388507100027e+01,4.415501056746172992e+01
6.000000000000000000e+01,8.526970321782789597e+01,8.671317943609723500e+01,6.714738431689339393e+01,6.704844555367198211e+01,4.445738765238549917e+01,4.360544807951472279e+01
8.000000000000000000e+01,8.113239533696079775e+01,8.126140615666297151e+01,6.089947629388240102e+01,5.937003886833826272e+01,4.132715926182969923e+01,4.221675945745936076e+01
1.000000000000000000e+02,7.613592847579600686e+01,7.442832700374792410e+01,5.480925777214920203e+01,5.092363538724757177e+01,4.106273321483320160e+01,4.062452187941328674e+01
1.200000000000000000e+02,6.524805912502290539e+01,6.641465305679648168e+01,4.398128997780249705e+01,4.245245865984180256e+01,3.923583002893769844e+01,3.899475056481175272e+01
1.600000000000000000e+02,4.259965870971659996e+01,4.855084886147054846e+01,2.977145816366749997e+01,2.743828734906470856e+01,3.661946054424179664e+01,3.610817113966638914e+01
2.000000000000000000e+02,2.515779754459759943e+01,3.178843941091724190e+01,2.008901656277100045e+01,1.646047127141889277e+01,3.489371440105610134e+01,3.411573658266544129e+01
2.400000000000000000e+02,1.543018239949939918e+01,1.905596954804632759e+01,1.096184516669799969e+01,9.385196421058749294e+00,3.221107716086760320e+01,3.299863455591050609e+01
