0.000000000000000000e+00,8.000000000000000167e-03,0.000000000000000000e+00
7.000000000000000666e-02,3.270000000000000129e-01,2.663157465696707749e-01
1.400000000000000133e-01,2.969999999999999862e-01,2.355071466401325864e-01
2.099999999999999922e-01,1.890000000000000013e-01,1.605417261807135232e-01
2.800000000000000266e-01,1.209999999999999964e-01,1.126070534616824825e-01
3.499999999999999778e-01,8.400000000000000522e-02,8.299638749599991261e-02
4.199999999999999845e-01,5.700000000000000205e-02,6.413090864288113757e-02
4.899999999999999911e-01,4.700000000000000011e-02,5.169827174063285763e-02
5.600000000000000533e-01,4.000000000000000083e-02,4.325083762729196868e-02
6.300000000000000044e-01,3.899999999999999994e-02,3.735574621242981896e-02
6.999999999999999556e-01,3.599999999999999728e-02,3.314634288518599620e-02
7.700000000000000178e-01,2.999999999999999889e-02,3.008146153498402961e-02
8.399999999999999689e-01,2.400000000000000050e-02,2.781290096060367104e-02
9.100000000000000311e-01,2.400000000000000050e-02,2.611043158199539971e-02
9.799999999999999822e-01,2.599999999999999881e-02,2.481796042433139296e-02
