0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,1.406700443512499954e-02,2.751084103332020019e-03,1.113131485893650028e-03,4.718944538535282376e-05,6.801165366413076767e-05,7.143279224510723586e-08,5.000000000000000104e-04
1.200000000000000000e+02,3.421156844368389988e-02,1.530636205448820085e-02,1.010965348432259995e-03,1.753085165021218029e-04,4.286672652690091045e-04,2.262703632455126895e-06,1.000000000000000021e-03
3.000000000000000000e+02,3.016915956791320005e-02,4.669461598735619862e-02,2.134949861551049821e-03,6.335797193440066699e-04,2.326657124217541405e-03,1.092442773158672773e-04,2.500000000000000052e-03
6.000000000000000000e+02,2.288860849955570015e-02,2.944648842992279858e-02,1.306724329204069987e-02,1.398358880803009891e-03,5.874920474571516255e-03,1.195059855454885800e-03,5.000000000000000104e-03
9.000000000000000000e+02,2.761200714956400099e-02,3.946802923421489917e-02,1.517252563874920031e-02,2.150471625927356540e-03,9.577227423369350651e-03,4.039656498874717554e-03,7.500000000000000590e-03
1.200000000000000000e+03,2.490250416846940054e-02,4.430979542042170344e-02,1.789559646438650120e-02,2.886994492394336607e-03,1.337237550922756001e-02,8.895553979631898658e-03,1.000000000000000021e-02
1.800000000000000000e+03,2.212408151584300056e-02,5.056316197053180306e-02,2.833991110316659914e-02,4.302227918768086398e-03,2.104519706189195496e-02,2.429503891900140419e-02,1.500000000000000118e-02
2.400000000000000000e+03,1.666538473488100164e-02,6.029909796753599865e-02,4.705320910691929842e-02,5.623395539206795316e-03,2.856767621036234231e-02,4.565286782847097213e-02,2.000000000000000042e-02
3.000000000000000000e+03,1.622913370504730154e-02,6.484668180084329769e-02,6.359395417778100634e-02,6.832434289272789826e-03,3.570082987808204794e-02,7.074439796436227113e-02,2.500000000000000139e-02
3.600000000000000000e+03,2.161778824845250052e-02,6.433713580637780149e-02,6.995935266909469874e-02,7.914282931634970472e-03,4.227125187427045044e-02,9.760353749509330379e-02,3.000000000000000236e-02
