0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,3.184338618290440126e-02,9.674215422365460212e-03,1.300250006278869976e-03,4.717810734416852977e-04,6.797980988186810066e-04,7.141156087891035643e-07,5.000000000000000104e-03
1.200000000000000000e+02,1.711650300194419994e-02,1.449907012147759987e-02,3.510311274934620109e-03,1.751376482878892705e-03,4.274091521839266938e-03,2.260059400734156862e-05,1.000000000000000021e-02
3.000000000000000000e+02,2.620342035389229898e-02,7.671489250386340220e-02,9.817872961552570263e-03,6.296757339902742286e-03,2.281093503690697147e-02,1.083177423344513796e-03,2.499999999999999792e-02
6.000000000000000000e+02,5.506442672101630187e-02,2.172547854977059933e-01,2.676883968770080169e-02,1.364368140336416797e-02,5.529643170060481033e-02,1.162195739299717173e-02,4.999999999999999584e-02
9.000000000000000000e+02,7.490622305965309591e-02,2.272430619019180087e-01,1.331595055131029881e-01,2.035206588487466564e-02,8.568858506013250775e-02,3.831358228317666148e-02,7.499999999999999722e-02
1.200000000000000000e+03,5.097258943103270129e-02,1.993366980231600083e-01,2.608501322053319860e-01,2.618678619819594933e-02,1.127914110497273137e-01,8.184227160007888358e-02,9.999999999999999167e-02
1.800000000000000000e+03,5.402287790557620123e-02,2.637363471382699887e-01,4.901346657683769981e-01,3.459222890248012106e-02,1.544393267145037496e-01,2.070562013290790926e-01,1.499999999999999944e-01
2.400000000000000000e+03,3.864700786899109841e-02,2.307152181309899963e-01,6.020530369752720157e-01,3.823917348232652724e-02,1.778633154672522865e-01,3.531135309886682672e-01,1.999999999999999833e-01
3.000000000000000000e+03,9.015078805339579726e-02,2.172541951795670112e-01,6.947762442016880424e-01,3.750881893650211130e-02,1.840691093400818323e-01,4.867532701867559597e-01,2.500000000000000000e-01
3.600000000000000000e+03,7.738976387539260593e-02,1.973882131114620131e-01,6.321042767948590324e-01,3.350321728589417819e-02,1.759722306819158089e-01,5.855448620140165650e-01,2.999999999999999889e-01
