0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,9.368061095860259757e-02,7.647491068050650542e-02,7.347533578210719597e-03,4.595977197341594156e-02,6.455797970287041609e-02,6.993335263591471396e-05,5.000000000000000000e-01
1.200000000000000000e+02,3.610748063407310249e-01,7.181550780851909677e-01,7.357581915844240046e-03,1.577158840512974392e-01,3.191069732390311997e-01,2.004919176807193858e-03,1.000000000000000000e+00
3.000000000000000000e+02,3.572668623269559807e-01,9.256078973533710119e-01,4.065799938560470117e-02,3.416364648635688006e-01,6.580544155050972455e-01,5.816281886846982885e-02,2.500000000000000000e+00
6.000000000000000000e+02,2.953977487161609794e-01,3.312581531424699799e-01,4.556242943528979739e-01,1.693410121543155178e-01,5.166219281925783502e-01,3.161257658250877789e-01,5.000000000000000000e+00
9.000000000000000000e+02,2.753408612399109723e-01,2.152768109660919971e-01,6.925760726795100464e-01,3.571188514122936725e-02,2.371871889381179654e-01,5.990901152174991084e-01,7.500000000000000000e+00
1.200000000000000000e+03,1.605861640020850023e-01,1.545450500600840105e-01,7.708408438709010158e-01,4.871659791867628299e-03,1.045856666004184587e-01,7.641655900653490097e-01,1.000000000000000000e+01
1.800000000000000000e+03,9.771343594271500455e-02,8.640697687069590072e-02,7.580590993130349453e-01,5.137990491862960322e-05,5.469165407033426546e-02,7.740693806620558837e-01,1.500000000000000000e+01
2.400000000000000000e+03,5.448086735074259696e-02,7.702564795342149717e-02,6.395298236134040470e-01,7.837217438006903372e-06,3.684607606544289954e-02,6.204459109652747939e-01,2.000000000000000000e+01
3.000000000000000000e+03,5.305580699325829902e-02,6.270677750041710186e-02,5.565623358137510301e-01,7.574407865773171573e-06,2.494026129910740380e-02,4.558081026895990373e-01,2.500000000000000000e+01
3.600000000000000000e+03,6.188207749794959883e-02,6.477046869950249530e-02,4.765611317863400198e-01,7.554180777706913015e-06,1.688715085012039083e-02,3.218194583837687417e-01,3.000000000000000000e+01
