9.999999974752427079e-07,1.000000000000000000e+00,3.999987185920872435e-08,1.599990519034980713e-14,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000008591450751e-05,9.999995827674865723e-01,4.399773558816377772e-07,2.129463792799324295e-11,9.999995991641034143e-01,4.008197977304024562e-07,1.609884058015395401e-11
1.110000011976808310e-04,9.999956488609313965e-01,4.418224762048339471e-06,2.175314328667354857e-08,9.999955908139861460e-01,4.387881651543048480e-06,2.130436236989745467e-08
1.111000077798962593e-03,9.999556541442871094e-01,3.070832826779223979e-05,1.372938731947215274e-05,9.999555093724230570e-01,3.064255901493685496e-05,1.384806856219860605e-05
1.970665296539664268e-03,9.999213218688964844e-01,3.555759758455678821e-05,4.325632835389114916e-05,9.999210612620422767e-01,3.555552514107066452e-05,4.338321281664751165e-05
5.462661385536193848e-03,9.997817873954772949e-01,3.641597140813246369e-05,1.819137105485424399e-04,9.997812538659563986e-01,3.648442808858212537e-05,1.822617059543186254e-04
1.430458761751651764e-02,9.994294047355651855e-01,3.641044531832449138e-05,5.343013908714056015e-04,9.994281381823156840e-01,3.641957418494570190e-05,5.354422434988556417e-04
4.374228417873382568e-02,9.982652068138122559e-01,3.620375719037838280e-05,1.698712469078600407e-03,9.982615368298460856e-01,3.620452605080478530e-05,1.702258644102298737e-03
1.746824085712432861e-01,9.932474493980407715e-01,3.529199602780863643e-05,6.717431358993053436e-03,9.932338707845528303e-01,3.528951934577652849e-05,6.730839696100675978e-03
3.666405379772186279e-01,9.863265752792358398e-01,3.406499308766797185e-05,1.363950967788696289e-02,9.863006211315216154e-01,3.405926622514684750e-05,1.366531960225212360e-02
2.067725181579589844e+00,9.401388764381408691e-01,2.681156183825805783e-05,5.983448401093482971e-02,9.400590760299711857e-01,2.679360751568205703e-05,5.991413036251237723e-02
6.226665019989013672e+00,8.766956925392150879e-01,1.934184365381952375e-05,1.232850328087806702e-01,8.765954471081607302e-01,1.932212942723376771e-05,1.233852307624101058e-01
7.948032855987548828e+00,8.590385913848876953e-01,1.770666858647018671e-05,1.409437507390975952e-01,8.589393562010938510e-01,1.768783810670152056e-05,1.410429559607976890e-01
1.656358146667480469e+01,7.992498278617858887e-01,1.328773123532300815e-05,2.007368952035903931e-01,7.991618025001889780e-01,1.327263739248128994e-05,2.008249248624164596e-01
3.808230972290039062e+01,7.207834720611572266e-01,9.380690244142897427e-06,2.792071700096130371e-01,7.207164361463689328e-01,9.370017398901455530e-06,2.792741938362306997e-01
8.470074462890625000e+01,6.359262466430664062e-01,6.625217793043702841e-06,3.640671968460083008e-01,6.358791250138671192e-01,6.617860137916786444e-06,3.641142571259936012e-01
1.000000000000000000e+02,6.172341704368591309e-01,6.153550657472806051e-06,3.827597498893737793e-01,6.171904970374740840e-01,6.146758222551555272e-06,3.828033562043023363e-01
